Remote Event Rate,NLP,Mean TS,Evt Memory Multiplier,Lookahead,Start-Events,Stagger,Memory,read-buffer,send-buffer,synch,nkp,end_ts,batch_size,extramem,buddy-size,lz4-knob,avl-size,gvt-interval,report-interval,clock-rate,Total Nodes,Total Processors,Total KPs,Total LPs,Sim End Time,LP-PE Mapping,Model Events Allocated,Network Events Allocated,Total Events Allocated,Running Time,Total Events Proc,Events Aborted RollBack,Events Rolled Back,Event Ties,Efficiency,Remote Shared Memory events,Percent Rem Mem Evts,Total Remote Network Events,Percent Network Remote Events,Total Roll Backs,Primary Roll Backs,Secondary Roll Backs,Fossil Collect Attempts,Total GVT Computations,Net Events,Event Rate,Total Evts Past End time,Evts Allocated,Mem Alloc,Mem Waste,Remote sends,Remote Recvs,PE Struct,KP Struct,LP Struct,LP Model Struct,LP RNGs,Total LP,Event Struct,Event Struct with Model,Priority Queue,AVL Tree,LZ4,Buddy System,Event Processing,Event Cancel,Event Abort,GVT,Fossil Collect,Primary Rollbacks,Network Read,Total Time
0.75,8,1,1.4,1,1,0,100,50000,50000,3,16,100000,512,5000,0,1,18,512,0.01,1000000000,32,32,512,256,100000,linear,5112,50000,50111,33.978,116914109,0,91314365,61548408,-256.7,0,0,18599316,72.65,37103876,16436926,20666950,132992,4156,25599744,753420.2,921,55112,29820,916,149760200,149760200,592,104,56,8,80,144,120,128,0.8642,2.8863,0,0,14.229,18.2666,0,8.5287,0.3445,20.209,11.1518,71.3575
0.75,16,1,1.4,1,1,0,100,50000,50000,3,16,100000,512,5000,0,1,18,512,0.01,1000000000,32,32,512,512,100000,linear,5123,50000,50122,42.004,170233855,0,119034367,118924632,-132.49,0,0,37200435,72.66,48400570,23710433,24690137,56672,1771,51199488,1218918.79,1328,55123,29822,915,207372303,207372303,592,104,56,8,80,144,120,128,1.3674,4.7561,0,0,21.0119,22.7373,0,5.6904,0.7397,30.349,9.3691,88.2128
0.75,32,1,1.4,1,1,0,100,50000,50000,3,16,100000,512,5000,0,1,18,512,0.01,1000000000,32,32,512,1024,100000,linear,5145,50000,50144,58.9589,266639414,0,164240438,235039990,-60.39,0,0,74406434,72.66,51458312,34455805,17002507,37056,1158,102398976,1736785.61,2814,55145,29827,912,309216202,309216202,592,104,56,8,80,144,120,128,2.2814,8.9589,0,0,32.4514,16.9802,0,2.6372,1.9127,59.1724,9.8579,123.8199
0.75,8,1,1.4,1,1,0,100,50000,50000,3,16,100000,512,5000,0,1,18,1024,0.01,1000000000,32,32,512,256,100000,linear,5112,50000,50111,26.1094,96667416,0,71067672,52287406,-177.61,0,0,18599316,72.65,29365444,13591791,15773653,49696,1553,25599744,980480.17,909,55112,29820,916,120563854,120563854,592,104,56,8,80,144,120,128,0.7242,2.6575,0,0,11.5246,13.3778,0,4.5926,0.3588,17.1713,8.8992,54.8325
0.75,16,1,1.4,1,1,0,100,50000,50000,3,16,100000,512,5000,0,1,18,1024,0.01,1000000000,32,32,512,512,100000,linear,5123,50000,50122,35.9252,150791625,0,99592137,107142159,-94.52,0,0,37200435,72.66,41202022,21079517,20122505,23264,727,51199488,1425170.26,1910,55123,29822,915,179405635,179405635,592,104,56,8,80,144,120,128,1.2482,4.8847,0,0,18.3306,17.5776,0,3.0842,0.9387,27.6814,8.3812,75.4466
0.75,32,1,1.4,1,1,0,100,50000,50000,3,16,100000,512,5000,0,1,18,1024,0.01,1000000000,32,32,512,1024,100000,linear,5145,50000,50144,60.6088,269170385,0,166771409,237108514,-62.86,0,0,74406434,72.66,52189586,34868396,17321190,37056,1158,102398976,1689505.79,3098,55145,29827,912,312898340,312898340,592,104,56,8,80,144,120,128,2.4102,9.1206,0,0,32.8454,18.4774,0,3.6228,2.0081,60.5986,10.4898,127.2849
0.75,8,1,1.4,1,1,0,100,50000,50000,3,16,100000,64,5000,0,1,18,16,0.01,1000000000,32,32,512,256,100000,linear,5112,50000,50111,48.6454,128749533,0,103149789,72895142,-302.93,0,0,18599316,72.65,38831803,19409111,19422692,1347200,42100,25599744,526252.44,1247,55112,29820,916,166865278,166865278,592,104,56,8,80,144,120,128,0.934,2.2296,0,0,15.3506,16.3668,0,42.6277,0.3406,22.3014,6.1677,102.1604
0.75,16,1,1.4,1,1,0,100,50000,50000,3,16,100000,64,5000,0,1,18,16,0.01,1000000000,32,32,512,512,100000,linear,5123,50000,50122,91.9675,284280975,0,233081487,198618098,-355.24,0,0,37200435,72.66,89215605,42750425,46465180,1138816,35588,51199488,556712.63,2762,55123,29822,915,371966137,371966137,592,104,56,8,80,144,120,128,2.2753,5.4453,0,0,33.9732,40.5999,0,59.1199,0.6643,52.9478,10.1731,193.1415
0.75,32,1,1.4,1,1,0,100,50000,50000,3,16,100000,64,5000,0,1,18,16,0.01,1000000000,32,32,512,1024,100000,linear,5145,50000,50144,94.2034,365597682,0,263198706,321309473,-157.03,0,0,74406434,72.66,80367673,45735862,34631811,514176,16068,102398976,1086998.76,5182,55145,29827,912,450833380,450833380,592,104,56,8,80,144,120,128,3.0468,8.9341,0,0,44.5873,36.8115,0,30.1235,1.2977,78.3908,12.0576,197.837
0.75,8,1,1.4,1,1,0,100,50000,50000,3,16,100000,64,5000,0,1,18,512,0.01,1000000000,32,32,512,256,100000,linear,5112,50000,50111,35.1074,119973298,0,94373554,62908162,-268.65,0,0,18599316,72.65,38347139,16861539,21485600,139264,4352,25599744,729183.14,759,55112,29820,916,154177324,154177324,592,104,56,8,80,144,120,128,0.8847,3.0515,0,0,14.4991,19.0264,0,9.2064,0.3543,21.8197,11.9934,73.7293
0.75,16,1,1.4,1,1,0,100,50000,50000,3,16,100000,64,5000,0,1,18,512,0.01,1000000000,32,32,512,512,100000,linear,5123,50000,50122,41.7947,168127702,0,116928214,117544374,-128.38,0,0,37200435,72.66,47624374,23210963,24413411,57472,1796,51199488,1225022.11,1121,55123,29822,915,204287797,204287797,592,104,56,8,80,144,120,128,1.3723,4.7775,0,0,20.9569,22.1301,0,5.8616,0.7575,29.1796,9.3838,87.7734
0.75,32,1,1.4,1,1,0,100,50000,50000,3,16,100000,64,5000,0,1,18,512,0.01,1000000000,32,32,512,1024,100000,linear,5145,50000,50144,50.1518,235488626,0,133089650,210694341,-29.97,0,0,74406434,72.66,43276826,26958562,16318264,37024,1157,102398976,2041779.66,1943,55145,29827,912,263533498,263533498,592,104,56,8,80,144,120,128,2.0322,8.213,0,0,28.6765,16.217,0,2.464,1.884,45.8604,9.8955,105.3241
0.75,8,1,1.4,1,1,0,100,50000,50000,3,16,100000,64,5000,0,1,18,1024,0.01,1000000000,32,32,512,256,100000,linear,5112,50000,50111,26.9077,97849820,0,72250076,52776170,-182.23,0,0,18599316,72.65,29838287,13748934,16089353,51296,1603,25599744,951391.79,1233,55112,29820,916,122252302,122252302,592,104,56,8,80,144,120,128,0.7187,2.7455,0,0,12.0971,13.8393,0,4.8355,0.3648,17.1793,9.1938,56.509
0.75,16,1,1.4,1,1,0,100,50000,50000,3,16,100000,64,5000,0,1,18,1024,0.01,1000000000,32,32,512,512,100000,linear,5123,50000,50122,34.4503,146264115,0,95064627,104393581,-85.67,0,0,37200435,72.66,39513201,20243092,19270109,22592,706,51199488,1486185.56,1350,55123,29822,915,172833593,172833593,592,104,56,8,80,144,120,128,1.212,4.6948,0,0,17.7644,17.3012,0,2.9752,0.9067,25.9968,8.1219,72.3492
0.75,32,1,1.4,1,1,0,100,50000,50000,3,16,100000,64,5000,0,1,18,1024,0.01,1000000000,32,32,512,1024,100000,linear,5145,50000,50144,50.581,234170185,0,131771209,209558318,-28.68,0,0,74406434,72.66,42896189,26760228,16135961,36992,1156,102398976,2024455.79,1893,55145,29827,912,261641374,261641374,592,104,56,8,80,144,120,128,2.0674,7.8929,0,0,28.5497,15.6854,0,3.2653,1.8667,45.6411,10.0406,106.2254
0.75,8,1,1.4,1,1,0,100,50000,50000,3,32,100000,16,5000,0,1,18,16,0.01,1000000000,32,32,1024,256,100000,linear,5112,50000,50111,41.2958,107098319,0,81498575,62357156,-218.36,0,0,18599316,72.65,31515358,15104482,16410876,1413696,44178,25599744,619912,1064,55112,37821,1106,135336084,135336084,592,104,56,8,80,144,120,128,0.8091,1.9472,0,0,13.3424,15.9278,0,38.4154,0.368,17.5571,6.5707,86.7255
0.75,16,1,1.4,1,1,0,100,50000,50000,3,32,100000,16,5000,0,1,18,16,0.01,1000000000,32,32,1024,512,100000,linear,5123,50000,50122,62.747,191128499,0,139929011,138764161,-173.3,0,0,37200435,72.66,55406426,23694195,31712231,1256480,39265,51199488,815966.94,1419,55123,37824,1105,237142783,237142783,592,104,56,8,80,144,120,128,1.6638,3.7781,0,0,23.6741,29.4338,0,46.0273,0.6976,27.3083,9.9783,131.7753
0.75,32,1,1.4,1,1,0,100,50000,50000,3,32,100000,16,5000,0,1,18,16,0.01,1000000000,32,32,1024,1024,100000,linear,5145,50000,50144,44.8363,189759824,0,87360848,164021103,14.69,0,0,74406434,72.66,36632169,15155987,21476182,807200,25225,102398976,2283843.3,1842,55145,37829,1102,198165636,198165636,592,104,56,8,80,144,120,128,1.688,3.5566,0,0,23.7622,19.2754,0,23.9272,1.1464,18.455,10.6058,94.1609
0.75,8,1,1.4,1,1,0,100,50000,50000,3,32,100000,16,5000,0,1,18,512,0.01,1000000000,32,32,1024,256,100000,linear,5112,50000,50111,26.7589,95174554,0,69574810,51573107,-171.78,0,0,18599316,72.65,28826449,12198199,16628250,119072,3721,25599744,956683.16,1172,55112,37821,1106,118029470,118029470,592,104,56,8,80,144,120,128,0.7315,2.3138,0,0,11.4932,14.566,0,6.5711,0.3293,13.632,10.2082,56.1964
0.75,16,1,1.4,1,1,0,100,50000,50000,3,32,100000,16,5000,0,1,18,512,0.01,1000000000,32,32,1024,512,100000,linear,5123,50000,50122,25.8864,113961702,0,62762214,83356003,-22.58,0,0,37200435,72.66,25752443,11257409,14495034,52864,1652,51199488,1977852.31,774,55123,37824,1105,126071787,126071787,592,104,56,8,80,144,120,128,0.9576,3.1483,0,0,13.9879,13.8267,0,3.9169,0.7345,12.9195,9.0777,54.3642
0.75,32,1,1.4,1,1,0,100,50000,50000,3,32,100000,16,5000,0,1,18,512,0.01,1000000000,32,32,1024,1024,100000,linear,5145,50000,50144,19.2566,125820044,0,23421068,112697071,77.13,0,0,74406434,72.66,10340182,5679702,4660480,37216,1163,102398976,5317601.94,1269,55145,37829,1102,106566710,106566710,592,104,56,8,80,144,120,128,0.942,3.3413,0,0,15.9789,4.1968,0,1.6411,1.3936,7.1397,11.3697,40.4409
0.75,8,1,1.4,1,1,0,100,50000,50000,3,32,100000,16,5000,0,1,18,1024,0.01,1000000000,32,32,1024,256,100000,linear,5112,50000,50111,21.7312,80801143,0,55201399,44903204,-115.63,0,0,18599316,72.65,23267067,10289025,12978042,48000,1500,25599744,1178018.94,544,55112,37821,1106,97358714,97358714,592,104,56,8,80,144,120,128,0.5933,2.1856,0,0,9.8298,11.3924,0,4.1387,0.3414,11.7469,8.5891,45.6378
0.75,16,1,1.4,1,1,0,100,50000,50000,3,32,100000,16,5000,0,1,18,1024,0.01,1000000000,32,32,1024,512,100000,linear,5123,50000,50122,21.3718,99778940,0,48579452,74481139,5.12,0,0,37200435,72.66,20616716,9642317,10974399,22304,697,51199488,2395653.75,883,55123,37824,1105,105719539,105719539,592,104,56,8,80,144,120,128,0.847,3.1611,0,0,12.4004,10.1701,0,2.1881,0.8577,11.2722,8.2762,44.8831
0.75,32,1,1.4,1,1,0,100,50000,50000,3,32,100000,16,5000,0,1,18,1024,0.01,1000000000,32,32,1024,1024,100000,linear,5145,50000,50144,19.1654,123862874,0,21463898,111140775,79.04,0,0,74406434,72.66,9646103,5479235,4166868,36768,1149,102398976,5342913.66,1192,55145,37829,1102,103745086,103745086,592,104,56,8,80,144,120,128,0.9093,3.3026,0,0,15.5673,3.3813,0,2.2973,1.4468,6.8689,11.8526,40.2493
0.75,8,1,1.4,1,1,0,100,50000,50000,3,32,100000,512,5000,0,1,18,16,0.01,1000000000,32,32,1024,256,100000,linear,5112,50000,50111,49.0757,128658236,0,103058492,72838940,-302.58,0,0,18599316,72.65,38799366,19396987,19402379,1348736,42148,25599744,521638.23,1471,55112,37821,1106,166741574,166741574,592,104,56,8,80,144,120,128,0.9605,2.2896,0,0,15.5506,16.8525,0,44.5384,0.3605,23.2058,6.4226,103.0641
0.75,16,1,1.4,1,1,0,100,50000,50000,3,32,100000,512,5000,0,1,18,16,0.01,1000000000,32,32,1024,512,100000,linear,5123,50000,50122,92.7769,285777077,0,234577589,199480587,-358.16,0,0,37200435,72.66,89682195,43246199,46435996,1120544,35017,51199488,551855.94,3210,55123,37824,1105,374249133,374249133,592,104,56,8,80,144,120,128,2.3557,5.7082,0,0,34.2168,41.1364,0,58.8283,0.7005,53.5363,10.3455,194.8413
0.75,32,1,1.4,1,1,0,100,50000,50000,3,32,100000,512,5000,0,1,18,16,0.01,1000000000,32,32,1024,1024,100000,linear,5145,50000,50144,120.0227,435781873,0,333382897,358424306,-225.57,0,0,74406434,72.66,131318963,65111324,66207639,663200,20725,102398976,853163.58,5592,55145,37829,1102,551600888,551600888,592,104,56,8,80,144,120,128,3.9384,9.0153,0,0,53.1196,58.9209,0,47.5475,1.236,83.4862,12.5086,252.0603
0.75,8,1,1.4,1,1,0,100,50000,50000,3,32,100000,512,5000,0,1,18,512,0.01,1000000000,32,32,1024,256,100000,linear,5112,50000,50111,32.5892,114090895,0,88491151,60312836,-245.67,0,0,18599316,72.65,36000094,16018671,19981423,126048,3939,25599744,785527.57,965,55112,37821,1106,145679186,145679186,592,104,56,8,80,144,120,128,0.8143,2.7272,0,0,13.7761,17.5751,0,8.1904,0.3267,19.0347,10.5367,68.4408
0.75,16,1,1.4,1,1,0,100,50000,50000,3,32,100000,512,5000,0,1,18,512,0.01,1000000000,32,32,1024,512,100000,linear,5123,50000,50122,41.5314,169148363,0,117948875,118315056,-130.37,0,0,37200435,72.66,47953270,23545639,24407631,55200,1725,51199488,1232790.91,1756,55123,37824,1105,205829299,205829299,592,104,56,8,80,144,120,128,1.4127,4.804,0,0,20.4722,21.8171,0,5.7144,0.7496,29.8967,9.1651,87.2202
0.75,32,1,1.4,1,1,0,100,50000,50000,3,32,100000,512,5000,0,1,18,512,0.01,1000000000,32,32,1024,1024,100000,linear,5145,50000,50144,50.1305,237533921,0,135134945,201553499,-31.97,0,0,74406434,72.66,56683686,32750770,23932916,37696,1178,102398976,2042646.95,2219,55145,37829,1102,265963376,265963376,592,104,56,8,80,144,120,128,2.211,6.918,0,0,28.7712,20.8388,0,2.648,1.7298,42.2532,8.9652,105.2794
0.75,8,1,1.4,1,1,0,100,50000,50000,3,32,100000,512,5000,0,1,18,1024,0.01,1000000000,32,32,1024,256,100000,linear,5112,50000,50111,26.311,96886707,0,71286963,52379160,-178.47,0,0,18599316,72.65,29443890,13630678,15813212,49952,1561,25599744,972967.94,786,55112,37821,1106,120884594,120884594,592,104,56,8,80,144,120,128,0.7281,2.7036,0,0,11.6374,13.1851,0,4.7925,0.3738,17.0107,8.9925,55.2558
0.75,16,1,1.4,1,1,0,100,50000,50000,3,32,100000,512,5000,0,1,18,1024,0.01,1000000000,32,32,1024,512,100000,linear,5123,50000,50122,34.9462,147592980,0,96393492,105357089,-88.27,0,0,37200435,72.66,40019938,20628276,19391662,22272,696,51199488,1465092.98,1325,55123,37824,1105,174794773,174794773,592,104,56,8,80,144,120,128,1.2989,4.7523,0,0,18.3858,16.6157,0,2.7055,0.8984,26.7111,8.1689,73.3908
0.75,32,1,1.4,1,1,0,100,50000,50000,3,32,100000,512,5000,0,1,18,1024,0.01,1000000000,32,32,1024,1024,100000,linear,5145,50000,50144,51.9264,239293125,0,136894149,202905671,-33.69,0,0,74406434,72.66,57450221,33084374,24365847,37440,1170,102398976,1972001.31,2403,55145,37829,1102,268512744,268512744,592,104,56,8,80,144,120,128,2.2681,7.0998,0,0,29.7219,20.1664,0,3.3555,1.7822,43.7499,9.5565,109.051
0.75,8,1,1.4,1,1,0,100,50000,50000,3,32,100000,64,5000,0,1,18,16,0.01,1000000000,32,32,1024,256,100000,linear,5112,50000,50111,49.0913,129177345,0,103577601,73140179,-304.6,0,0,18599316,72.65,38980937,19479718,19501219,1349856,42183,25599744,521471.6,1251,55112,37821,1106,167503740,167503740,592,104,56,8,80,144,120,128,0.9587,2.305,0,0,15.6605,17.1893,0,43.8607,0.3579,23.1901,6.581,103.097
0.75,16,1,1.4,1,1,0,100,50000,50000,3,32,100000,64,5000,0,1,18,16,0.01,1000000000,32,32,1024,512,100000,linear,5123,50000,50122,91.8946,284392779,0,233193291,198701824,-355.46,0,0,37200435,72.66,89266366,42773681,46492685,1138528,35579,51199488,557154.41,2833,55123,37824,1105,372142041,372142041,592,104,56,8,80,144,120,128,2.3306,5.5686,0,0,34.6349,41.1908,0,59.2971,0.6921,52.0818,10.4197,192.9884
0.75,32,1,1.4,1,1,0,100,50000,50000,3,32,100000,64,5000,0,1,18,16,0.01,1000000000,32,32,1024,1024,100000,linear,5145,50000,50144,113.2065,409039829,0,306640853,339529564,-199.46,0,0,74406434,72.66,121667101,57314056,64353045,687040,21470,102398976,904532.79,6538,55145,37829,1102,512508618,512508618,592,104,56,8,80,144,120,128,3.9197,8.7009,0,0,50.6323,58.8963,0,45.343,1.3078,73.7263,13.3251,237.7455
0.75,8,1,1.4,1,1,0,100,50000,50000,3,32,100000,64,5000,0,1,18,512,0.01,1000000000,32,32,1024,256,100000,linear,5112,50000,50111,34.2424,117303775,0,91704031,61684914,-258.22,0,0,18599316,72.65,37318944,16472164,20846780,135488,4234,25599744,747603.24,712,55112,37821,1106,150317612,150317612,592,104,56,8,80,144,120,128,0.8554,2.9279,0,0,14.3041,18.2535,0,9.2788,0.3419,20.2214,11.2358,71.9127
0.75,16,1,1.4,1,1,0,100,50000,50000,3,32,100000,64,5000,0,1,18,512,0.01,1000000000,32,32,1024,512,100000,linear,5123,50000,50122,42.9752,171332891,0,120133403,119480719,-134.64,0,0,37200435,72.66,48811199,23712294,25098905,60000,1875,51199488,1191373.69,2160,55123,37824,1105,208892401,208892401,592,104,56,8,80,144,120,128,1.4985,4.9582,0,0,21.1202,22.6964,0,6.582,0.7747,30.0843,9.7541,90.2524
0.75,32,1,1.4,1,1,0,100,50000,50000,3,32,100000,64,5000,0,1,18,512,0.01,1000000000,32,32,1024,1024,100000,linear,5145,50000,50144,42.3777,208513965,0,106114989,179579688,-3.63,0,0,74406434,72.66,45288107,25322109,19965998,37632,1176,102398976,2416341.16,3468,55145,37829,1102,223980058,223980058,592,104,56,8,80,144,120,128,1.9456,5.9939,0,0,25.4629,17.1732,0,2.3937,1.6745,32.1076,8.6509,88.9976
0.75,8,1,1.4,1,1,0,100,50000,50000,3,32,100000,64,5000,0,1,18,1024,0.01,1000000000,32,32,1024,256,100000,linear,5112,50000,50111,27.2966,98550506,0,72950762,53073244,-184.97,0,0,18599316,72.65,30117295,13858461,16258834,52800,1650,25599744,937835.23,688,55112,37821,1106,123282120,123282120,592,104,56,8,80,144,120,128,0.7373,2.7477,0,0,12.1748,13.9292,0,5.2699,0.3696,17.1011,9.3625,57.3258
0.75,16,1,1.4,1,1,0,100,50000,50000,3,32,100000,64,5000,0,1,18,1024,0.01,1000000000,32,32,1024,512,100000,linear,5123,50000,50122,35.0377,147439884,0,96240396,105140547,-87.97,0,0,37200435,72.66,39950291,20428295,19521996,23072,721,51199488,1461268.69,1432,55123,37824,1105,174515123,174515123,592,104,56,8,80,144,120,128,1.2554,4.802,0,0,18.0053,16.8861,0,2.995,0.9184,26.7125,8.2574,73.5828
0.75,32,1,1.4,1,1,0,100,50000,50000,3,32,100000,64,5000,0,1,18,1024,0.01,1000000000,32,32,1024,1024,100000,linear,5145,50000,50144,42.0933,206226190,0,103827214,177853818,-1.39,0,0,74406434,72.66,44411880,24961118,19450762,37312,1166,102398976,2432667.21,1917,55145,37829,1102,220672778,220672778,592,104,56,8,80,144,120,128,1.9145,5.9703,0,0,25.3795,16.403,0,3.113,1.7094,31.4743,9.1198,88.4004
0.75,8,1,1.4,1,1,0,100,50000,50000,3,64,100000,16,5000,0,1,18,16,0.01,1000000000,32,32,2048,256,100000,linear,5112,50000,50111,41.3242,107739201,0,82139457,62720559,-220.86,0,0,18599316,72.65,31746698,15202850,16543848,1417792,44306,25599744,619485.68,998,55112,53825,1486,136247448,136247448,592,104,56,8,80,144,120,128,0.8014,1.8926,0,0,13.1418,14.4419,0,37.684,0.3586,16.8816,6.243,86.7851
0.75,16,1,1.4,1,1,0,100,50000,50000,3,64,100000,16,5000,0,1,18,16,0.01,1000000000,32,32,2048,512,100000,linear,5123,50000,50122,62.1798,192125312,0,140925824,139541951,-175.25,0,0,37200435,72.66,55763186,23779663,31983523,1260032,39376,51199488,823410.53,1833,55123,53827,1485,238590895,238590895,592,104,56,8,80,144,120,128,1.6172,3.6625,0,0,23.6381,28.0575,0,43.9644,0.673,26.9632,9.6493,130.5841
0.75,32,1,1.4,1,1,0,100,50000,50000,3,64,100000,16,5000,0,1,18,16,0.01,1000000000,32,32,2048,1024,100000,linear,5145,50000,50144,46.2469,191913863,0,89514887,165661714,12.58,0,0,74406434,72.66,37504631,15513969,21990662,818496,25578,102398976,2214178.03,2793,55145,53833,1482,201214522,201214522,592,104,56,8,80,144,120,128,1.745,3.7812,0,0,24.2944,19.407,0,25.4716,1.2016,18.985,10.8311,97.1235
0.75,8,1,1.4,1,1,0,100,50000,50000,3,64,100000,16,5000,0,1,18,512,0.01,1000000000,32,32,2048,256,100000,linear,5112,50000,50111,28.2879,98208859,0,72609115,52970584,-183.63,0,0,18599316,72.65,29996184,12621818,17374366,126240,3945,25599744,904972.45,744,55112,53825,1486,122392364,122392364,592,104,56,8,80,144,120,128,0.7118,2.4616,0,0,12.0073,15.6947,0,7.987,0.3461,14.5142,10.8931,59.4075
0.75,16,1,1.4,1,1,0,100,50000,50000,3,64,100000,16,5000,0,1,18,512,0.01,1000000000,32,32,2048,512,100000,linear,5123,50000,50122,26.528,116167499,0,64968011,84737245,-26.89,0,0,37200435,72.66,26605748,11544323,15061425,54784,1712,51199488,1930015.21,841,55123,53827,1485,129271393,129271393,592,104,56,8,80,144,120,128,0.9487,3.3335,0,0,14.0565,14.4717,0,4.4135,0.7426,13.3332,9.4492,55.7116
0.75,32,1,1.4,1,1,0,100,50000,50000,3,64,100000,16,5000,0,1,18,512,0.01,1000000000,32,32,2048,1024,100000,linear,5145,50000,50144,19.3799,125803101,0,23404125,112649039,77.14,0,0,74406434,72.66,10303279,5672563,4630716,37216,1163,102398976,5283782.79,1102,55145,53833,1482,106538704,106538704,592,104,56,8,80,144,120,128,0.9502,3.3585,0,0,15.9922,3.8705,0,1.7037,1.4472,7.2734,11.0365,40.6997
0.75,8,1,1.4,1,1,0,100,50000,50000,3,64,100000,16,5000,0,1,18,1024,0.01,1000000000,32,32,2048,256,100000,linear,5112,50000,50111,21.6641,80685477,0,55085733,44873126,-115.18,0,0,18599316,72.65,23227094,10273231,12953863,47552,1486,25599744,1181666.85,808,55112,53825,1486,97187194,97187194,592,104,56,8,80,144,120,128,0.5954,2.2451,0,0,9.8148,11.2536,0,3.9041,0.3576,11.9185,8.7054,45.4969
0.75,16,1,1.4,1,1,0,100,50000,50000,3,64,100000,16,5000,0,1,18,1024,0.01,1000000000,32,32,2048,512,100000,linear,5123,50000,50122,21.9966,101262385,0,50062897,75383859,2.22,0,0,37200435,72.66,21164627,9828293,11336334,22784,712,51199488,2327607.8,1002,55123,53827,1485,107847399,107847399,592,104,56,8,80,144,120,128,0.8278,3.1605,0,0,12.482,10.549,0,2.3425,0.864,11.6168,8.2414,46.1952
0.75,32,1,1.4,1,1,0,100,50000,50000,3,64,100000,16,5000,0,1,18,1024,0.01,1000000000,32,32,2048,1024,100000,linear,5145,50000,50144,20.4643,126344001,0,23945025,112790326,76.62,0,0,74406434,72.66,10672625,6001599,4671026,36832,1151,102398976,5003773.93,1112,55145,53833,1482,107230854,107230854,592,104,56,8,80,144,120,128,1.0165,3.5061,0,0,16.5296,3.8005,0,2.5028,1.5513,8.021,12.515,42.9773
0.75,8,1,1.4,1,1,0,100,50000,50000,3,64,100000,512,5000,0,1,18,16,0.01,1000000000,32,32,2048,256,100000,linear,5112,50000,50111,49.3268,128770788,0,103171044,72904147,-303.02,0,0,18599316,72.65,38842951,19412819,19430132,1348608,42144,25599744,518982.41,1176,55112,53825,1486,166905756,166905756,592,104,56,8,80,144,120,128,1.0049,2.3432,0,0,16.0695,16.893,0,44.4332,0.3722,23.6952,6.635,103.5915
0.75,16,1,1.4,1,1,0,100,50000,50000,3,64,100000,512,5000,0,1,18,16,0.01,1000000000,32,32,2048,512,100000,linear,5123,50000,50122,94.0172,286157545,0,234958057,199713649,-358.91,0,0,37200435,72.66,89797222,43295295,46501927,1124576,35143,51199488,544575.75,3154,55123,53827,1485,374804373,374804373,592,104,56,8,80,144,120,128,2.3071,5.5579,0,0,35.4762,41.2936,0,58.782,0.6804,55.6376,10.2053,197.446
0.75,32,1,1.4,1,1,0,100,50000,50000,3,64,100000,512,5000,0,1,18,16,0.01,1000000000,32,32,2048,1024,100000,linear,5145,50000,50144,120.8881,437719908,0,335320932,359974054,-227.47,0,0,74406434,72.66,132039584,65437891,66601693,666752,20836,102398976,847055.73,6204,55145,53833,1482,554444962,554444962,592,104,56,8,80,144,120,128,4.0625,9.4964,0,0,53.5608,58.5068,0,49.0136,1.301,85.6685,13.0693,253.8778
0.75,8,1,1.4,1,1,0,100,50000,50000,3,64,100000,512,5000,0,1,18,512,0.01,1000000000,32,32,2048,256,100000,linear,5112,50000,50111,33.2949,115876268,0,90276524,61118133,-252.65,0,0,18599316,72.65,36703357,16281229,20422128,129856,4058,25599744,768878.61,1038,55112,53825,1486,148265932,148265932,592,104,56,8,80,144,120,128,0.8355,2.8148,0,0,13.8929,17.7773,0,8.3729,0.3234,19.6795,10.7661,69.9228
0.75,16,1,1.4,1,1,0,100,50000,50000,3,64,100000,512,5000,0,1,18,512,0.01,1000000000,32,32,2048,512,100000,linear,5123,50000,50122,42.2366,171214315,0,120014827,119572657,-134.41,0,0,37200435,72.66,48717171,23859384,24857787,56704,1772,51199488,1212205.69,1867,55123,53827,1485,208829459,208829459,592,104,56,8,80,144,120,128,1.4498,4.8333,0,0,20.7324,22.2021,0,5.6225,0.7822,29.9993,9.291,88.7014
0.75,32,1,1.4,1,1,0,100,50000,50000,3,64,100000,512,5000,0,1,18,512,0.01,1000000000,32,32,2048,1024,100000,linear,5145,50000,50144,50.992,239678810,0,137279834,203215009,-34.06,0,0,74406434,72.66,57519953,33114123,24405830,37728,1179,102398976,2008138.53,2533,55145,53833,1482,269067894,269067894,592,104,56,8,80,144,120,128,2.2482,7.1065,0,0,29.281,19.8097,0,2.6257,1.6954,43.5971,9.1413,107.0885
0.75,8,1,1.4,1,1,0,100,50000,50000,3,64,100000,512,5000,0,1,18,1024,0.01,1000000000,32,32,2048,256,100000,linear,5112,50000,50111,26.5709,97777020,0,72177276,52816952,-181.95,0,0,18599316,72.65,29772338,13757766,16014572,50944,1592,25599744,963452.1,1268,55112,53825,1486,122170152,122170152,592,104,56,8,80,144,120,128,0.7099,2.6754,0,0,11.7958,13.518,0,4.7516,0.373,17.0993,9.1288,55.8016
0.75,16,1,1.4,1,1,0,100,50000,50000,3,64,100000,512,5000,0,1,18,1024,0.01,1000000000,32,32,2048,512,100000,linear,5123,50000,50122,36.7485,152974820,0,101775332,108499137,-98.78,0,0,37200435,72.66,42022114,21413937,20608177,23968,749,51199488,1393240.37,3171,55123,53827,1485,182559977,182559977,592,104,56,8,80,144,120,128,1.2616,5.0535,0,0,18.8047,17.6625,0,3.8225,0.9737,27.7568,8.6874,77.1757
